number,code,name,"full name"
3455,E306,"(custom openmoji) plaster","(custom openmoji) plaster, patch, band aid, plaster, wound, dressing, bandage"
3456,E307,"(custom openmoji) medication","(custom openmoji) medication, drug, medicine, tablets, pain killers"
3457,E308,"(custom openmoji) ecg waves","(custom openmoji) ecg waves, heartbeats, beat, hospital, electrocardiogram"
3458,E309,"(custom openmoji) first aid bag","(custom openmoji) first aid bag, briefcase, medicine, kit"
3459,E30A,"(custom openmoji) patient file","(custom openmoji) patient file, hospital, record, filing"
3460,E30B,"(custom openmoji) patient clipboard","(custom openmoji) patient clipboard, hospital, notes, transcript"
3461,E30C,"(custom openmoji) saline drip","(custom openmoji) saline drip, hospital, bag"
3462,E30D,"(custom openmoji) blood transfusion","(custom openmoji) blood transfusion, medical, bleeding, loss"
3463,E30E,"(custom openmoji) swab pliers","(custom openmoji) swab pliers, surgery, scissors"
3464,E30F,"(custom openmoji) hot-water bottle","(custom openmoji) hot-water bottle, cramps, comfort, warm, period"
3465,E312,"(custom openmoji) liver","(custom openmoji) liver, organ, toxins, bile"
3466,E313,"(custom openmoji) stomach","(custom openmoji) stomach, gut, digestion, bile, acid"
3467,E314,"(custom openmoji) large intestine","(custom openmoji) large intestine, organ, colon, gut"
3468,E315,"(custom openmoji) intestine","(custom openmoji) intestine, organ, digestion, colon, gut"
3469,E316,"(custom openmoji) kidney","(custom openmoji) kidney, urine, toxins, blood, organ"
3470,E318,"(custom openmoji) forceps","(custom openmoji) forceps, surgery, tweezers, tongs"
3471,E319,"(custom openmoji) brain","(custom openmoji) brain, cortex, grey matter, intelligence, iq"
3472,E31A,"(custom openmoji) bed linen","(custom openmoji) bed linen, hospital, bedding, sheets"
3473,E31B,"(custom openmoji) bandage change","(custom openmoji) bandage change, hospital, gauze, dressing, wound"
3474,E31C,"(custom openmoji) eye pain","(custom openmoji) eye pain, migraine, headache, strain, sore"
3475,E31D,"(custom openmoji) headache","(custom openmoji) headache, migraine, sore, tension, stress"
3476,E31E,"(custom openmoji) earache","(custom openmoji) earache, tinnitus, headache, sore"
3477,E31F,"(custom openmoji) fracture leg","(custom openmoji) fracture leg, broken, cast, bone"
3478,E320,"(custom openmoji) knee pain","(custom openmoji) knee pain, acl, ache, patella"
3479,E321,"(custom openmoji) backache","(custom openmoji) backache, spine, ache, lumbar, pain"
3480,E322,"(custom openmoji) joint pain","(custom openmoji) joint pain, ache, arthritis, strain, cartilage,"
3481,E324,"(custom openmoji) clinical thermometer","(custom openmoji) clinical thermometer, temperature, fever, mercury, heat"
3482,E325,"(custom openmoji) bandage scissors","(custom openmoji) bandage scissors, hospital,gauze, dressing"
3483,E326,"(custom openmoji) crutches","(custom openmoji) crutches, walk, broken leg, accessibility"
3484,E327,"(custom openmoji) wheel chair","(custom openmoji) wheel chair, accessibility, daca, disability, mobility"
3485,E328,"(custom openmoji) stretcher","(custom openmoji) stretcher, hospital,ambulance,patient,gurney"
3486,E329,"(custom openmoji) ct scan","(custom openmoji) ct scan, mri, cat, cancer, tumour"
3487,E32B,"(custom openmoji) scales","(custom openmoji) scales, bmi, weight, mass, heavy"
3488,1F636-200D-1F32B-FE0F,"face in clouds","face in clouds; absentminded; face in the fog; head in clouds"
3489,1F62E-200D-1F4A8,"face exhaling","face exhaling; exhale; gasp; groan; relief; whisper; whistle"
3490,1F635-200D-1F4AB,"face with spiral eyes","face with spiral eyes; dizzy; hypnotized; spiral; trouble; whoa"
3491,2764-FE0F-200D-1F525,"heart on fire","heart on fire; burn; heart; love; lust; sacred heart"
3492,2764-FE0F-200D-1FA79,"mending heart","mending heart; healthier; improving; mending; recovering; recuperating; well"
3493,1F90C-1F3FB,"pinched fingers: light skin tone","pinched fingers: light skin tone; "
3494,1F90C-1F3FC,"pinched fingers: medium-light skin tone","pinched fingers: medium-light skin tone; "
3495,1F90C-1F3FD,"pinched fingers: medium skin tone","pinched fingers: medium skin tone; "
3496,1F90C-1F3FE,"pinched fingers: medium-dark skin tone","pinched fingers: medium-dark skin tone; "
3497,1F90C-1F3FF,"pinched fingers: dark skin tone","pinched fingers: dark skin tone; "
3498,1F9D4-200D-2642-FE0F,"man: beard","man: beard; beard; man"
3499,1F9D4-1F3FB-200D-2642-FE0F,"man: light skin tone, beard","man: light skin tone, beard; "
3500,1F9D4-1F3FC-200D-2642-FE0F,"man: medium-light skin tone, beard","man: medium-light skin tone, beard; "
3501,1F9D4-1F3FD-200D-2642-FE0F,"man: medium skin tone, beard","man: medium skin tone, beard; "
3502,1F9D4-1F3FE-200D-2642-FE0F,"man: medium-dark skin tone, beard","man: medium-dark skin tone, beard; "
3503,1F9D4-1F3FF-200D-2642-FE0F,"man: dark skin tone, beard","man: dark skin tone, beard; "
3504,1F9D4-200D-2640-FE0F,"woman: beard","woman: beard; beard; woman"
3505,1F9D4-1F3FB-200D-2640-FE0F,"woman: light skin tone, beard","woman: light skin tone, beard; "
3506,1F9D4-1F3FC-200D-2640-FE0F,"woman: medium-light skin tone, beard","woman: medium-light skin tone, beard; "
3507,1F9D4-1F3FD-200D-2640-FE0F,"woman: medium skin tone, beard","woman: medium skin tone, beard; "
3508,1F9D4-1F3FE-200D-2640-FE0F,"woman: medium-dark skin tone, beard","woman: medium-dark skin tone, beard; "
3509,1F9D4-1F3FF-200D-2640-FE0F,"woman: dark skin tone, beard","woman: dark skin tone, beard; "
3510,1F977-1F3FB,"ninja: light skin tone","ninja: light skin tone; "
3511,1F977-1F3FC,"ninja: medium-light skin tone","ninja: medium-light skin tone; "
3512,1F977-1F3FD,"ninja: medium skin tone","ninja: medium skin tone; "
3513,1F977-1F3FE,"ninja: medium-dark skin tone","ninja: medium-dark skin tone; "
3514,1F977-1F3FF,"ninja: dark skin tone","ninja: dark skin tone; "
3515,1F935-1F3FB-200D-2642-FE0F,"man in tuxedo: light skin tone","man in tuxedo: light skin tone; "
3516,1F935-1F3FC-200D-2642-FE0F,"man in tuxedo: medium-light skin tone","man in tuxedo: medium-light skin tone; "
3517,1F935-1F3FD-200D-2642-FE0F,"man in tuxedo: medium skin tone","man in tuxedo: medium skin tone; "
3518,1F935-1F3FE-200D-2642-FE0F,"man in tuxedo: medium-dark skin tone","man in tuxedo: medium-dark skin tone; "
3519,1F935-1F3FF-200D-2642-FE0F,"man in tuxedo: dark skin tone","man in tuxedo: dark skin tone; "
3520,1F935-1F3FB-200D-2640-FE0F,"woman in tuxedo: light skin tone","woman in tuxedo: light skin tone; "
3521,1F935-1F3FC-200D-2640-FE0F,"woman in tuxedo: medium-light skin tone","woman in tuxedo: medium-light skin tone; "
3522,1F935-1F3FD-200D-2640-FE0F,"woman in tuxedo: medium skin tone","woman in tuxedo: medium skin tone; "
3523,1F935-1F3FE-200D-2640-FE0F,"woman in tuxedo: medium-dark skin tone","woman in tuxedo: medium-dark skin tone; "
3524,1F935-1F3FF-200D-2640-FE0F,"woman in tuxedo: dark skin tone","woman in tuxedo: dark skin tone; "
3525,1F470-1F3FB-200D-2642-FE0F,"man with veil: light skin tone","man with veil: light skin tone; "
3526,1F470-1F3FC-200D-2642-FE0F,"man with veil: medium-light skin tone","man with veil: medium-light skin tone; "
3527,1F470-1F3FD-200D-2642-FE0F,"man with veil: medium skin tone","man with veil: medium skin tone; "
3528,1F470-1F3FE-200D-2642-FE0F,"man with veil: medium-dark skin tone","man with veil: medium-dark skin tone; "
3529,1F470-1F3FF-200D-2642-FE0F,"man with veil: dark skin tone","man with veil: dark skin tone; "
3530,1F470-1F3FB-200D-2640-FE0F,"woman with veil: light skin tone","woman with veil: light skin tone; "
3531,1F470-1F3FC-200D-2640-FE0F,"woman with veil: medium-light skin tone","woman with veil: medium-light skin tone; "
3532,1F470-1F3FD-200D-2640-FE0F,"woman with veil: medium skin tone","woman with veil: medium skin tone; "
3533,1F470-1F3FE-200D-2640-FE0F,"woman with veil: medium-dark skin tone","woman with veil: medium-dark skin tone; "
3534,1F470-1F3FF-200D-2640-FE0F,"woman with veil: dark skin tone","woman with veil: dark skin tone; "
3535,1F469-1F3FB-200D-1F37C,"woman feeding baby: light skin tone","woman feeding baby: light skin tone; "
3536,1F469-1F3FC-200D-1F37C,"woman feeding baby: medium-light skin tone","woman feeding baby: medium-light skin tone; "
3537,1F469-1F3FD-200D-1F37C,"woman feeding baby: medium skin tone","woman feeding baby: medium skin tone; "
3538,1F469-1F3FE-200D-1F37C,"woman feeding baby: medium-dark skin tone","woman feeding baby: medium-dark skin tone; "
3539,1F469-1F3FF-200D-1F37C,"woman feeding baby: dark skin tone","woman feeding baby: dark skin tone; "
3540,1F468-1F3FB-200D-1F37C,"man feeding baby: light skin tone","man feeding baby: light skin tone; "
3541,1F468-1F3FC-200D-1F37C,"man feeding baby: medium-light skin tone","man feeding baby: medium-light skin tone; "
3542,1F468-1F3FD-200D-1F37C,"man feeding baby: medium skin tone","man feeding baby: medium skin tone; "
3543,1F468-1F3FE-200D-1F37C,"man feeding baby: medium-dark skin tone","man feeding baby: medium-dark skin tone; "
3544,1F468-1F3FF-200D-1F37C,"man feeding baby: dark skin tone","man feeding baby: dark skin tone; "
3545,1F9D1-1F3FB-200D-1F37C,"person feeding baby: light skin tone","person feeding baby: light skin tone; "
3546,1F9D1-1F3FC-200D-1F37C,"person feeding baby: medium-light skin tone","person feeding baby: medium-light skin tone; "
3547,1F9D1-1F3FD-200D-1F37C,"person feeding baby: medium skin tone","person feeding baby: medium skin tone; "
3548,1F9D1-1F3FE-200D-1F37C,"person feeding baby: medium-dark skin tone","person feeding baby: medium-dark skin tone; "
3549,1F9D1-1F3FF-200D-1F37C,"person feeding baby: dark skin tone","person feeding baby: dark skin tone; "
3550,1F9D1-1F3FB-200D-1F384,"mx claus: light skin tone","mx claus: light skin tone; "
3551,1F9D1-1F3FC-200D-1F384,"mx claus: medium-light skin tone","mx claus: medium-light skin tone; "
3552,1F9D1-1F3FD-200D-1F384,"mx claus: medium skin tone","mx claus: medium skin tone; "
3553,1F9D1-1F3FE-200D-1F384,"mx claus: medium-dark skin tone","mx claus: medium-dark skin tone; "
3554,1F9D1-1F3FF-200D-1F384,"mx claus: dark skin tone","mx claus: dark skin tone; "
3555,1F48F-1F3FB,"kiss: light skin tone","kiss: light skin tone; "
3556,1F48F-1F3FC,"kiss: medium-light skin tone","kiss: medium-light skin tone; "
3557,1F48F-1F3FD,"kiss: medium skin tone","kiss: medium skin tone; "
3558,1F48F-1F3FE,"kiss: medium-dark skin tone","kiss: medium-dark skin tone; "
3559,1F48F-1F3FF,"kiss: dark skin tone","kiss: dark skin tone; "
3560,1F9D1-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FC,"kiss: person, person, light skin tone, medium-light skin tone","kiss: person, person, light skin tone, medium-light skin tone; "
3561,1F9D1-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FD,"kiss: person, person, light skin tone, medium skin tone","kiss: person, person, light skin tone, medium skin tone; "
3562,1F9D1-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FE,"kiss: person, person, light skin tone, medium-dark skin tone","kiss: person, person, light skin tone, medium-dark skin tone; "
3563,1F9D1-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,"kiss: person, person, light skin tone, dark skin tone","kiss: person, person, light skin tone, dark skin tone; "
3564,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,"kiss: person, person, medium-light skin tone, light skin tone","kiss: person, person, medium-light skin tone, light skin tone; "
3565,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FD,"kiss: person, person, medium-light skin tone, medium skin tone","kiss: person, person, medium-light skin tone, medium skin tone; "
3566,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FE,"kiss: person, person, medium-light skin tone, medium-dark skin tone","kiss: person, person, medium-light skin tone, medium-dark skin tone; "
3567,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,"kiss: person, person, medium-light skin tone, dark skin tone","kiss: person, person, medium-light skin tone, dark skin tone; "
3568,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,"kiss: person, person, medium skin tone, light skin tone","kiss: person, person, medium skin tone, light skin tone; "
3569,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FC,"kiss: person, person, medium skin tone, medium-light skin tone","kiss: person, person, medium skin tone, medium-light skin tone; "
3570,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FE,"kiss: person, person, medium skin tone, medium-dark skin tone","kiss: person, person, medium skin tone, medium-dark skin tone; "
3571,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,"kiss: person, person, medium skin tone, dark skin tone","kiss: person, person, medium skin tone, dark skin tone; "
3572,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,"kiss: person, person, medium-dark skin tone, light skin tone","kiss: person, person, medium-dark skin tone, light skin tone; "
3573,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FC,"kiss: person, person, medium-dark skin tone, medium-light skin tone","kiss: person, person, medium-dark skin tone, medium-light skin tone; "
3574,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FD,"kiss: person, person, medium-dark skin tone, medium skin tone","kiss: person, person, medium-dark skin tone, medium skin tone; "
3575,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,"kiss: person, person, medium-dark skin tone, dark skin tone","kiss: person, person, medium-dark skin tone, dark skin tone; "
3576,1F9D1-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,"kiss: person, person, dark skin tone, light skin tone","kiss: person, person, dark skin tone, light skin tone; "
3577,1F9D1-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FC,"kiss: person, person, dark skin tone, medium-light skin tone","kiss: person, person, dark skin tone, medium-light skin tone; "
3578,1F9D1-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FD,"kiss: person, person, dark skin tone, medium skin tone","kiss: person, person, dark skin tone, medium skin tone; "
3579,1F9D1-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FE,"kiss: person, person, dark skin tone, medium-dark skin tone","kiss: person, person, dark skin tone, medium-dark skin tone; "
3580,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: woman, man, light skin tone","kiss: woman, man, light skin tone; "
3581,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: woman, man, light skin tone, medium-light skin tone","kiss: woman, man, light skin tone, medium-light skin tone; "
3582,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: woman, man, light skin tone, medium skin tone","kiss: woman, man, light skin tone, medium skin tone; "
3583,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: woman, man, light skin tone, medium-dark skin tone","kiss: woman, man, light skin tone, medium-dark skin tone; "
3584,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: woman, man, light skin tone, dark skin tone","kiss: woman, man, light skin tone, dark skin tone; "
3585,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: woman, man, medium-light skin tone, light skin tone","kiss: woman, man, medium-light skin tone, light skin tone; "
3586,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: woman, man, medium-light skin tone","kiss: woman, man, medium-light skin tone; "
3587,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: woman, man, medium-light skin tone, medium skin tone","kiss: woman, man, medium-light skin tone, medium skin tone; "
3588,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: woman, man, medium-light skin tone, medium-dark skin tone","kiss: woman, man, medium-light skin tone, medium-dark skin tone; "
3589,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: woman, man, medium-light skin tone, dark skin tone","kiss: woman, man, medium-light skin tone, dark skin tone; "
3590,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: woman, man, medium skin tone, light skin tone","kiss: woman, man, medium skin tone, light skin tone; "
3591,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: woman, man, medium skin tone, medium-light skin tone","kiss: woman, man, medium skin tone, medium-light skin tone; "
3592,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: woman, man, medium skin tone","kiss: woman, man, medium skin tone; "
3593,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: woman, man, medium skin tone, medium-dark skin tone","kiss: woman, man, medium skin tone, medium-dark skin tone; "
3594,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: woman, man, medium skin tone, dark skin tone","kiss: woman, man, medium skin tone, dark skin tone; "
3595,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: woman, man, medium-dark skin tone, light skin tone","kiss: woman, man, medium-dark skin tone, light skin tone; "
3596,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: woman, man, medium-dark skin tone, medium-light skin tone","kiss: woman, man, medium-dark skin tone, medium-light skin tone; "
3597,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: woman, man, medium-dark skin tone, medium skin tone","kiss: woman, man, medium-dark skin tone, medium skin tone; "
3598,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: woman, man, medium-dark skin tone","kiss: woman, man, medium-dark skin tone; "
3599,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: woman, man, medium-dark skin tone, dark skin tone","kiss: woman, man, medium-dark skin tone, dark skin tone; "
3600,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: woman, man, dark skin tone, light skin tone","kiss: woman, man, dark skin tone, light skin tone; "
3601,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: woman, man, dark skin tone, medium-light skin tone","kiss: woman, man, dark skin tone, medium-light skin tone; "
3602,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: woman, man, dark skin tone, medium skin tone","kiss: woman, man, dark skin tone, medium skin tone; "
3603,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: woman, man, dark skin tone, medium-dark skin tone","kiss: woman, man, dark skin tone, medium-dark skin tone; "
3604,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: woman, man, dark skin tone","kiss: woman, man, dark skin tone; "
3605,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: man, man, light skin tone","kiss: man, man, light skin tone; "
3606,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: man, man, light skin tone, medium-light skin tone","kiss: man, man, light skin tone, medium-light skin tone; "
3607,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: man, man, light skin tone, medium skin tone","kiss: man, man, light skin tone, medium skin tone; "
3608,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: man, man, light skin tone, medium-dark skin tone","kiss: man, man, light skin tone, medium-dark skin tone; "
3609,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: man, man, light skin tone, dark skin tone","kiss: man, man, light skin tone, dark skin tone; "
3610,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: man, man, medium-light skin tone, light skin tone","kiss: man, man, medium-light skin tone, light skin tone; "
3611,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: man, man, medium-light skin tone","kiss: man, man, medium-light skin tone; "
3612,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: man, man, medium-light skin tone, medium skin tone","kiss: man, man, medium-light skin tone, medium skin tone; "
3613,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: man, man, medium-light skin tone, medium-dark skin tone","kiss: man, man, medium-light skin tone, medium-dark skin tone; "
3614,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: man, man, medium-light skin tone, dark skin tone","kiss: man, man, medium-light skin tone, dark skin tone; "
3615,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: man, man, medium skin tone, light skin tone","kiss: man, man, medium skin tone, light skin tone; "
3616,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: man, man, medium skin tone, medium-light skin tone","kiss: man, man, medium skin tone, medium-light skin tone; "
3617,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: man, man, medium skin tone","kiss: man, man, medium skin tone; "
3618,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: man, man, medium skin tone, medium-dark skin tone","kiss: man, man, medium skin tone, medium-dark skin tone; "
3619,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: man, man, medium skin tone, dark skin tone","kiss: man, man, medium skin tone, dark skin tone; "
3620,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: man, man, medium-dark skin tone, light skin tone","kiss: man, man, medium-dark skin tone, light skin tone; "
3621,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: man, man, medium-dark skin tone, medium-light skin tone","kiss: man, man, medium-dark skin tone, medium-light skin tone; "
3622,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: man, man, medium-dark skin tone, medium skin tone","kiss: man, man, medium-dark skin tone, medium skin tone; "
3623,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: man, man, medium-dark skin tone","kiss: man, man, medium-dark skin tone; "
3624,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: man, man, medium-dark skin tone, dark skin tone","kiss: man, man, medium-dark skin tone, dark skin tone; "
3625,1F468-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,"kiss: man, man, dark skin tone, light skin tone","kiss: man, man, dark skin tone, light skin tone; "
3626,1F468-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FC,"kiss: man, man, dark skin tone, medium-light skin tone","kiss: man, man, dark skin tone, medium-light skin tone; "
3627,1F468-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,"kiss: man, man, dark skin tone, medium skin tone","kiss: man, man, dark skin tone, medium skin tone; "
3628,1F468-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,"kiss: man, man, dark skin tone, medium-dark skin tone","kiss: man, man, dark skin tone, medium-dark skin tone; "
3629,1F468-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,"kiss: man, man, dark skin tone","kiss: man, man, dark skin tone; "
3630,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,"kiss: woman, woman, light skin tone","kiss: woman, woman, light skin tone; "
3631,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FC,"kiss: woman, woman, light skin tone, medium-light skin tone","kiss: woman, woman, light skin tone, medium-light skin tone; "
3632,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FD,"kiss: woman, woman, light skin tone, medium skin tone","kiss: woman, woman, light skin tone, medium skin tone; "
3633,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FE,"kiss: woman, woman, light skin tone, medium-dark skin tone","kiss: woman, woman, light skin tone, medium-dark skin tone; "
3634,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,"kiss: woman, woman, light skin tone, dark skin tone","kiss: woman, woman, light skin tone, dark skin tone; "
3635,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,"kiss: woman, woman, medium-light skin tone, light skin tone","kiss: woman, woman, medium-light skin tone, light skin tone; "
3636,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FC,"kiss: woman, woman, medium-light skin tone","kiss: woman, woman, medium-light skin tone; "
3637,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FD,"kiss: woman, woman, medium-light skin tone, medium skin tone","kiss: woman, woman, medium-light skin tone, medium skin tone; "
3638,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FE,"kiss: woman, woman, medium-light skin tone, medium-dark skin tone","kiss: woman, woman, medium-light skin tone, medium-dark skin tone; "
3639,1F469-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,"kiss: woman, woman, medium-light skin tone, dark skin tone","kiss: woman, woman, medium-light skin tone, dark skin tone; "
3640,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,"kiss: woman, woman, medium skin tone, light skin tone","kiss: woman, woman, medium skin tone, light skin tone; "
3641,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FC,"kiss: woman, woman, medium skin tone, medium-light skin tone","kiss: woman, woman, medium skin tone, medium-light skin tone; "
3642,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FD,"kiss: woman, woman, medium skin tone","kiss: woman, woman, medium skin tone; "
3643,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FE,"kiss: woman, woman, medium skin tone, medium-dark skin tone","kiss: woman, woman, medium skin tone, medium-dark skin tone; "
3644,1F469-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,"kiss: woman, woman, medium skin tone, dark skin tone","kiss: woman, woman, medium skin tone, dark skin tone; "
3645,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,"kiss: woman, woman, medium-dark skin tone, light skin tone","kiss: woman, woman, medium-dark skin tone, light skin tone; "
3646,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FC,"kiss: woman, woman, medium-dark skin tone, medium-light skin tone","kiss: woman, woman, medium-dark skin tone, medium-light skin tone; "
3647,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FD,"kiss: woman, woman, medium-dark skin tone, medium skin tone","kiss: woman, woman, medium-dark skin tone, medium skin tone; "
3648,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FE,"kiss: woman, woman, medium-dark skin tone","kiss: woman, woman, medium-dark skin tone; "
3649,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,"kiss: woman, woman, medium-dark skin tone, dark skin tone","kiss: woman, woman, medium-dark skin tone, dark skin tone; "
3650,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,"kiss: woman, woman, dark skin tone, light skin tone","kiss: woman, woman, dark skin tone, light skin tone; "
